Latitud,Longitud,precip(mm)
-11.911825179999937,-76.57048797599992,0.8771824240684509
-11.912315368999941,-76.56977844199992,0.8771824240684509
-11.913076400999955,-76.56937408399995,0.8771824240684509
-11.913784026999906,-76.5689926149999,0.8771824240684509
-11.91435527799996,-76.5683898929999,0.8771824240684509
-11.915480613999932,-76.56698608399995,0.8771824240684509
-11.916640281999946,-76.56600189199992,0.8771824240684509
-11.917347907999954,-76.56515502899992,0.8771824240684509
-11.91791915899995,-76.56395721399991,0.8771824240684509
-11.918817519999948,-76.56284332299992,0.8771824240684509
-11.91928005199992,-76.56072235099992,0.8771824240684509
-11.919252395999933,-76.55892181399992,0.8771824240684509
-11.91908931699993,-76.55735015899995,0.8771824240684509
-11.91908931699993,-76.55612182599992,0.8771824240684509
-11.918980597999905,-76.55514526399992,0.8771824240684509
-11.918735503999926,-76.5543823239999,0.8771824240684509
-11.917783736999922,-76.55359649699994,0.8771824240684509
-11.916939734999914,-76.55332183799993,0.8771824240684509
-11.916477202999943,-76.55290985099992,0.8771824240684509
-11.916177749999918,-76.55209350599995,0.8771824240684509
-11.915634154999907,-76.55106353799994,0.8771824240684509
-11.915035247999924,-76.54962158199993,0.8771824240684509
-11.914763450999942,-76.54750060999993,0.8771824240684509
-11.914110183999924,-76.54513549799992,0.8771824240684509
-11.91375637099992,-76.54317474399994,0.8771824240684509
-11.912478446999955,-76.5406723019999,0.8771824240684509
-11.911362647999908,-76.5395812989999,0.8771824240684509
-11.910491942999954,-76.5388717649999,0.8771824240684509
-11.909186362999947,-76.53754424999994,0.8771824240684509
-11.907010077999928,-76.53482055699993,0.8771824240684509
-11.90518665299993,-76.53247833299991,0.8771824240684509
-11.90366363499993,-76.53076934799992,0.8771824240684509
-11.902956008999922,-76.52938079799992,0.8771824240684509
-11.902873992999957,-76.52834320099993,0.8771824240684509
-11.903399466999929,-76.52744293199993,0.8771824240684509
-11.903907775999926,-76.52651977499994,0.8771824240684509
-11.904860496999959,-76.52535247799995,0.8771824240684509
-11.905757903999927,-76.52429199199992,0.8771824240684509
-11.906519889999913,-76.52388763399995,0.8771824240684509
-11.907362937999949,-76.52375030499991,0.8771824240684509
-11.907961844999932,-76.52404785199991,0.8771824240684509
-11.908206939999957,-76.5247268679999,0.8771824240684509
-11.908315658999925,-76.52578735399993,0.8771824240684509
-11.908669471999929,-76.52627563499993,0.8771824240684509
-11.909648894999918,-76.52613830599995,0.8771824240684509
-11.910220145999915,-76.52597808799993,0.8771824240684509
-11.910600661999922,-76.5254592899999,0.8771824240684509
-11.909866332999911,-76.52418518099995,0.8771824240684509
-11.908696174999932,-76.5230941769999,0.8771824240684509
-11.907771110999931,-76.52214050299995,0.8771824240684509
-11.907472609999957,-76.52100372299992,0.8771824240684509
-11.90749931299996,-76.5196380619999,0.8771824240684509
-11.907608031999928,-76.51836395299995,0.8771824240684509
-11.90801620499991,-76.51741027799994,0.8771824240684509
-11.908043860999953,-76.51664733899992,0.8771824240684509
-11.906424521999952,-76.51401519799992,0.8771824240684509
-11.905077933999905,-76.51242828399995,0.8771824240684509
-11.904887198999916,-76.5117492679999,0.8771824240684509
-11.904806136999923,-76.51030731199995,0.8771824240684509
-11.904852866999931,-76.50907897899992,0.8771824240684509
-11.90474033399994,-76.50811767599993,0.8771824240684509
-11.904601096999954,-76.5070190429999,0.8771824240684509
-11.904250144999935,-76.5051193239999,0.8771824240684509
-11.903765677999957,-76.50428771999992,0.8771824240684509
-11.902930259999948,-76.50331115699993,0.8771824240684509
-11.902030944999922,-76.5025482179999,0.8771824240684509
-11.90071678199996,-76.50144195599995,0.8771824240684509
-11.899529456999915,-76.50017547599992,0.13429534435272217
-11.898790358999918,-76.49948883099995,0.13429534435272217
-11.897993087999907,-76.49889373799994,0.13429534435272217
-11.897298812999907,-76.49817657499995,0.13429534435272217
-11.896518706999927,-76.49765777599993,0.13429534435272217
-11.894082068999921,-76.49604797399991,0.13429534435272217
-11.892299651999906,-76.4946060179999,0.13429534435272217
-11.891112327999906,-76.4935150149999,0.13429534435272217
-11.89025688199996,-76.49246978799994,0.13429534435272217
-11.889682769999922,-76.49174499499992,0.13429534435272217
-11.888984679999908,-76.49027252199994,0.13429534435272217
-11.888535499999932,-76.48925018299991,0.13429534435272217
-11.88874721499991,-76.4876556399999,0.13429534435272217
-11.88819789899992,-76.4855728149999,0.13429534435272217
-11.88788700099991,-76.48454284699994,0.13429534435272217
-11.88772010799994,-76.48411560099993,0.13429534435272217
-11.887503623999919,-76.48355865499991,0.13429534435272217
-11.887003898999922,-76.48223876999992,0.13429534435272217
-11.886631011999953,-76.48100280799991,0.13429534435272217
-11.886320113999943,-76.47987365699993,0.13429534435272217
-11.886394500999927,-76.47919464099994,0.13429534435272217
-11.886960982999938,-76.47788238499993,0.13429534435272217
-11.88747501399996,-76.47673034699994,0.13429534435272217
-11.887397765999935,-76.47559356699992,0.13429534435272217
-11.887294768999936,-76.47480010999993,0.13429534435272217
-11.886574744999905,-76.47240447999991,0.13429534435272217
-11.885520934999931,-76.46973419199992,0.13429534435272217
-11.884337424999956,-76.4677505489999,0.13429534435272217
-11.883849143999953,-76.46685028099995,0.13429534435272217
-11.883720397999923,-76.46598052999991,0.13429534435272217
-11.884311675999925,-76.46492004399994,0.13429534435272217
-11.886696814999937,-76.46138763399995,0.13429534435272217
-11.887774466999929,-76.45926666299994,0.13429534435272217
-11.88833427399993,-76.45820617699991,0.13429534435272217
-11.889136313999927,-76.4556350709999,0.13429534435272217
